timestamp,target_x,target_y,target_z,actual_j1,target_j1,control_u_j1,actual_j2,target_j2,control_u_j2,actual_j3,target_j3,control_u_j3,actual_j4,target_j4,control_u_j4,actual_j5,target_j5,control_u_j5,actual_j6,target_j6,control_u_j6
138.478,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,-1.9448959264952934e-15,0.0,0.0,6.365730601199244e-12,0.0,0.0,3.923215613669093e-11,0.0,0.0,3.3195831551311694e-11,0.0,0.0,1.1531236755953397e-15,0.0,0.0,-1.670075663150313e-21
138.48,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,-1.9448959264952934e-15,0.0,0.0,6.365730601199244e-12,0.0,0.0,3.923215613669093e-11,0.0,0.0,3.3195831551311694e-11,0.0,0.0,1.1531236755953397e-15,0.0,0.0,-1.670075663150313e-21
138.5,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,-1.9448959264952934e-15,0.0,0.0,6.365730601199244e-12,0.0,0.0,3.923215613669093e-11,0.0,0.0,3.3195831551311694e-11,0.0,0.0,1.1531236755953397e-15,0.0,0.0,-1.670075663150313e-21
138.52,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,-1.716364886160327e-15,0.0,0.0,6.371422260422468e-12,0.0,0.0,3.9271367386602e-11,0.0,0.0,3.322960569147103e-11,0.0,0.0,1.0180741826051946e-15,0.0,0.0,-1.639535572395957e-21
138.571,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,-1.5157991061411483e-15,0.0,0.0,6.376416311658689e-12,0.0,0.0,3.9305772860076545e-11,0.0,0.0,3.325924029916356e-11,0.0,0.0,8.99593973175987e-16,0.0,0.0,-1.5263713357870432e-21
138.581,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,-1.5157991061411483e-15,0.0,0.0,6.376416311658689e-12,0.0,0.0,3.9305772860076545e-11,0.0,0.0,3.325924029916356e-11,0.0,0.0,8.99593973175987e-16,0.0,0.0,-1.5263713357870432e-21
138.603,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,-1.3444907385869254e-15,0.0,0.0,6.380681093313266e-12,0.0,0.0,3.9335154057706185e-11,0.0,0.0,3.3284547240158864e-11,0.0,0.0,7.984066438376333e-16,0.0,0.0,-1.526858817510172e-21
138.669,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,-1.1925108045623257e-15,0.0,0.0,6.384465028377e-12,0.0,0.0,3.9361222206426536e-11,0.0,0.0,3.3307000648928844e-11,0.0,0.0,7.086164477364474e-16,0.0,0.0,-1.6334225321968294e-21
138.68,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,-1.0537484515026417e-15,0.0,0.0,6.387919980867491e-12,0.0,0.0,3.938502412367357e-11,0.0,0.0,3.332750197568427e-11,0.0,0.0,6.265884886689542e-16,0.0,0.0,-1.7399123458732045e-21
138.7,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,-1.0537484515026417e-15,0.0,0.0,6.387919980867491e-12,0.0,0.0,3.938502412367357e-11,0.0,0.0,3.332750197568427e-11,0.0,0.0,6.265884886689542e-16,0.0,0.0,-1.7399123458732045e-21
138.72,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,-9.316711025157717e-16,0.0,0.0,6.390960187104147e-12,0.0,0.0,3.940596866599367e-11,0.0,0.0,3.33455422456184e-11,0.0,0.0,5.54408265654002e-16,0.0,0.0,-1.7989504565913974e-21
138.74,"[0.0, 0.0, 0.0]",0.0,0.0,4.649070384986098e-05,0.0,-9.316711025157717e-16,-4.649070384986138e-05,0.0,6.390960187104147e-12,-4.649070387037427e-05,0.0,3.940596866599367e-11,4.649070384986108e-05,0.0,3.33455422456184e-11,-4.649070384986137e-05,0.0,5.54408265654002e-16,4.649070384986195e-05,0.0,-1.7989504565913974e-21
138.76,"[0.0, 0.0, 0.0]",0.0,0.0,4.649070384986071e-05,0.0,-8.240810075179426e-16,-4.649070384986063e-05,0.0,6.3936386189282926e-12,-4.649070387037273e-05,0.0,3.9424421006845415e-11,4.6490703849860763e-05,0.0,3.3361435731644486e-11,-4.649070384986076e-05,0.0,4.907508836368135e-16,4.649070384986062e-05,0.0,-1.9304198810772687e-21
138.78,"[0.0, 0.0, 0.0]",0.0,0.0,4.649070384986125e-05,0.0,-8.240810075179426e-16,-4.649070384986126e-05,0.0,6.3936386189282926e-12,-4.6490703870373476e-05,0.0,3.9424421006845415e-11,4.6490703849861265e-05,0.0,3.3361435731644486e-11,-4.6490703849861414e-05,0.0,4.907508836368135e-16,4.649070384986133e-05,0.0,-1.9304198810772687e-21
138.8,"[0.0, 0.0, 0.0]",0.0,0.0,4.6490703849861346e-05,0.0,-7.291710183280557e-16,-4.649070384986128e-05,0.0,6.396000718541724e-12,-4.649070387037343e-05,0.0,3.9440694208015963e-11,4.6490703849861394e-05,0.0,3.337545221448805e-11,-4.649070384986148e-05,0.0,4.346474272759109e-16,4.6490703849861346e-05,0.0,-1.9409120112554542e-21
138.82,"[0.0, 0.0, 0.0]",0.0,0.0,4.6490703849862085e-05,0.0,-7.291710183280557e-16,-4.64907038498621e-05,0.0,6.396000718541724e-12,-4.649070387037498e-05,0.0,3.9440694208015963e-11,4.6490703849862674e-05,0.0,3.337545221448805e-11,-4.6490703849862844e-05,0.0,4.346474272759109e-16,4.649070384986283e-05,0.0,-1.9409120112554542e-21
138.84,"[0.0, 0.0, 0.0]",0.0,0.0,4.649070384986235e-05,0.0,-6.454113256807338e-16,-4.649070384986254e-05,0.0,6.398085666770269e-12,-4.649070387037517e-05,0.0,3.945505804126811e-11,4.649070384986235e-05,0.0,3.3387824104305043e-11,-4.649070384986259e-05,0.0,3.8514734038660366e-16,4.649070384986293e-05,0.0,-1.879067833895168e-21
138.86,"[0.0, 0.0, 0.0]",0.0,0.0,4.649070384986204e-05,0.0,-5.691475900135422e-16,-4.6490703849862044e-05,0.0,6.3999830175568924e-12,-4.6490703870374174e-05,0.0,3.9468129388725935e-11,4.6490703849861875e-05,0.0,3.339908281165916e-11,-4.649070384986206e-05,0.0,3.401090345576536e-16,4.649070384986202e-05,0.0,-1.8236708379196876e-21
138.88,"[0.0, 0.0, 0.0]",0.0,0.0,4.649070384986232e-05,0.0,-5.691475900135422e-16,-4.649070384986238e-05,0.0,6.3999830175568924e-12,-4.649070387037509e-05,0.0,3.9468129388725935e-11,4.6490703849862566e-05,0.0,3.339908281165916e-11,-4.649070384986281e-05,0.0,3.401090345576536e-16,4.649070384986291e-05,0.0,-1.8236708379196876e-21
138.9,"[0.0, 0.0, 0.0]",0.0,0.0,4.6490703849862464e-05,0.0,-5.023146785234985e-16,-4.649070384986238e-05,0.0,6.40164610091312e-12,-4.64907038703748e-05,0.0,3.9479586775193444e-11,4.649070384986266e-05,0.0,3.3408951415703035e-11,-4.6490703849862823e-05,0.0,3.006690427864048e-16,4.6490703849862654e-05,0.0,-1.7599493811637794e-21
138.92,"[0.0, 0.0, 0.0]",0.0,0.0,4.649070384986333e-05,0.0,-5.023146785234985e-16,-4.64907038498634e-05,0.0,6.40164610091312e-12,-4.6490703870376166e-05,0.0,3.9479586775193444e-11,4.649070384986367e-05,0.0,3.3408951415703035e-11,-4.6490703849863914e-05,0.0,3.006690427864048e-16,4.649070384986396e-05,0.0,-1.7599493811637794e-21
138.94,"[0.0, 0.0, 0.0]",0.0,0.0,4.64907038498638e-05,0.0,-4.436244867495451e-16,-4.649070384986355e-05,0.0,6.403106410454536e-12,-4.649070387037569e-05,0.0,3.948964706914983e-11,4.6490703849863955e-05,0.0,3.3417616775067096e-11,-4.649070384986413e-05,0.0,2.661194533343692e-16,4.6490703849863664e-05,0.0,-1.5899169983581648e-21
138.96,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,4.649070384986463e-05,-0.04785216952656043,-4.436244867495451e-16,-4.6490703849864226e-05,0.1389357933616236,6.403106410454536e-12,-4.649070387037623e-05,0.006103294735019125,3.948964706914983e-11,4.649070384986484e-05,-0.11867852780510428,3.3417616775067096e-11,-4.649070384986495e-05,0.0282778605344057,2.661194533343692e-16,4.6490703849864314e-05,1.3468998426623247e-17,-1.5899169983581648e-21
138.98,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,4.649070384986491e-05,-0.04785216952656043,-3.9039780656318063e-16,-4.6490703849864883e-05,0.1389357933616236,6.404430783667208e-12,-4.649070387037713e-05,0.006103294735019125,3.9498770943472255e-11,4.649070384986471e-05,-0.11867852780510428,3.342547553774357e-11,-4.649070384986508e-05,0.0282778605344057,2.348422751594741e-16,4.6490703849865e-05,1.3468998426623247e-17,-1.302820851683758e-21
139.0,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,4.64907038498644e-05,-0.04785216952656043,-3.9039780656318063e-16,-4.6490703849864606e-05,0.1389357933616236,6.404430783667208e-12,-4.649070387037721e-05,0.006103294735019125,3.9498770943472255e-11,4.649070384986427e-05,-0.11867852780510428,3.342547553774357e-11,-4.649070384986473e-05,0.0282778605344057,2.348422751594741e-16,4.649070384986495e-05,1.3468998426623247e-17,-1.302820851683758e-21
139.02,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,4.649070384986454e-05,-0.04785216952656043,-3.4394955835919553e-16,-4.649070384986445e-05,0.1389357933616236,6.405586979703412e-12,-4.6490703870377216e-05,0.006103294735019125,3.950673629399695e-11,4.6490703849864965e-05,-0.11867852780510428,3.343233645972108e-11,-4.649070384986528e-05,0.0282778605344057,2.075209893112545e-16,4.649070384986515e-05,1.3468998426623247e-17,-1.1450809905280337e-21
139.04,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,4.6490703849865385e-05,-0.04785216952656043,-3.019803661701825e-16,-4.6490703849865114e-05,0.1389357933616236,6.406631603565952e-12,-4.649070387037751e-05,0.006103294735019125,3.951393281420973e-11,4.649070384986556e-05,-0.11867852780510428,3.343853518686259e-11,-4.6490703849865913e-05,0.0282778605344057,1.8287847791066726e-16,4.649070384986548e-05,1.3468998426623247e-17,-9.069690677854386e-22
139.06,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,4.64907038498656e-05,-0.04785216952656043,-3.019803661701825e-16,-4.6490703849865595e-05,0.1389357933616236,6.406631603565952e-12,-4.649070387037799e-05,0.006103294735019125,3.951393281420973e-11,4.649070384986529e-05,-0.11867852780510428,3.343853518686259e-11,-4.6490703849865825e-05,0.0282778605344057,1.8287847791066726e-16,4.649070384986582e-05,1.3468998426623247e-17,-9.069690677854386e-22
139.08,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,4.64907038498649e-05,-0.04785216952656043,-2.655434962666389e-16,-4.6490703849865026e-05,0.1389357933616236,6.407539501403025e-12,-4.649070387037757e-05,0.006103294735019125,3.952018732637687e-11,4.649070384986464e-05,-0.11867852780510428,3.344392255954826e-11,-4.6490703849865155e-05,0.0282778605344057,1.6145937184902427e-16,4.649070384986535e-05,1.3468998426623247e-17,-7.385955357601009e-22
139.1,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,4.649070384986433e-05,-0.04785216952656043,-2.655434962666389e-16,-4.649070384986444e-05,0.1389357933616236,6.407539501403025e-12,-4.649070387037691e-05,0.006103294735019125,3.952018732637687e-11,4.649070384986417e-05,-0.11867852780510428,3.344392255954826e-11,-4.649070384986462e-05,0.0282778605344057,1.6145937184902427e-16,4.6490703849864714e-05,1.3468998426623247e-17,-7.385955357601009e-22
139.12,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,4.649070384986368e-05,-0.04785216952656043,-2.327380531196182e-16,-4.6490703849863826e-05,0.1389357933616236,6.408357316712434e-12,-4.649070387037597e-05,0.006103294735019125,3.952582129470778e-11,4.649070384986312e-05,-0.11867852780510428,3.344877546740043e-11,-4.649070384986356e-05,0.0282778605344057,1.4214925585330008e-16,4.6490703849863745e-05,1.3468998426623247e-17,-6.36640753486153e-22
139.14,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,4.649070384986327e-05,-0.04785216952656043,-2.327380531196182e-16,-4.649070384986322e-05,0.1389357933616236,6.408357316712434e-12,-4.649070387037526e-05,0.006103294735019125,3.952582129470778e-11,4.6490703849863054e-05,-0.11867852780510428,3.344877546740043e-11,-4.649070384986328e-05,0.0282778605344057,1.4214925585330008e-16,4.64907038498631e-05,1.3468998426623247e-17,-6.36640753486153e-22
