timestamp,target_x,target_y,target_z,actual_j1,target_j1,control_u_j1,actual_j2,target_j2,control_u_j2,actual_j3,target_j3,control_u_j3,actual_j4,target_j4,control_u_j4,actual_j5,target_j5,control_u_j5,actual_j6,target_j6,control_u_j6
233.274,"[0.0, 0.0, 0.0]",0.0,0.0,4.6252524054058106e-06,0.0,1.811645268090881e-06,-1.276547831117776e-05,0.0,-5.0000490112797695e-06,-9.28215955126213e-07,0.0,-3.6352935258707997e-07,1.1245758104669532e-05,0.0,4.4048362251538646e-06,-2.7361726269788933e-06,0.0,-1.0717197163862413e-06,4.546045717326742e-19,0.0,3.421158587774458e-19
233.344,"[0.0, 0.0, 0.0]",0.0,0.0,4.6252524054058106e-06,0.0,1.811645268090881e-06,-1.276547831117776e-05,0.0,-5.0000490112797695e-06,-9.28215955126213e-07,0.0,-3.6352935258707997e-07,1.1245758104669532e-05,0.0,4.4048362251538646e-06,-2.7361726269788933e-06,0.0,-1.0717197163862413e-06,4.546045717326742e-19,0.0,3.421158587774458e-19
233.488,"[0.0, 0.0, 0.0]",0.0,0.0,3.435035550943857e-06,0.0,1.431479312371559e-06,-9.480535976119795e-06,0.0,-3.950808918871603e-06,-6.893580101395285e-07,0.0,-2.87235979856454e-07,8.351885585939532e-06,0.0,3.480507344914761e-06,-2.0320729389929592e-06,0.0,-8.468239506369803e-07,4.1828922525922816e-19,0.0,3.08432029075647e-19
233.508,"[0.0, 0.0, 0.0]",0.0,0.0,2.892071810129306e-06,0.0,6.824742034066828e-07,-7.981981681767075e-06,0.0,-1.883590173913157e-06,-5.803936619664585e-07,0.0,-1.3692234754158114e-07,7.0317330087443576e-06,0.0,1.659389373962143e-06,-1.71087046315636e-06,0.0,-4.0373304508801123e-07,4.1187481680323876e-19,0.0,2.1759753098643827e-19
233.52,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,1.6578896257937984e-06,-0.04953465495426037,5.086413635990301e-07,-4.575697111166345e-06,0.1367133057557407,-1.4038197415213182e-06,-3.327125625635286e-07,0.009940819838497678,-1.0203681053758471e-07,4.03096395217734e-06,-0.12043771400883843,1.2367352360449672e-06,-9.807620901532737e-07,0.029303345088968966,-3.0089829869642744e-07,3.258705456452752e-19,1.150086701852811e-18,1.9120339493667446e-19
233.54,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,1.455177411552789e-06,-0.04953465495426037,5.086413635990301e-07,-4.0162209685754035e-06,0.1367133057557407,-1.4038197415213182e-06,-2.9203138561622044e-07,0.009940819838497678,-1.0203681053758471e-07,3.5380930066713967e-06,-0.12043771400883843,1.2367352360449672e-06,-8.608430969529017e-07,0.029303345088968966,-3.0089829869642744e-07,3.0383407031505827e-19,1.150086701852811e-18,1.9120339493667446e-19
233.56,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,1.2753355623848318e-06,-0.04953465495426037,-0.004874731609540105,-3.519865954095267e-06,0.1367133057557407,0.013454028831485177,-2.5593993374292955e-07,0.009940819838497678,0.0009782815658968868,3.1008286684652467e-06,-0.12043771400883843,-0.011852338880342157,-7.544535852871659e-07,0.029303345088968966,0.002883757696310178,2.904284702881137e-19,1.150086701852811e-18,3.7012450101991055e-17
233.58,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.0009251659828446846,-0.04953465495426037,-0.009445674987426033,0.0025534143839338994,0.1367133057557407,0.026069616500550376,0.00018566617401079448,0.009940819838497678,0.0018955976144997065,-0.0022494327237809644,-0.12043771400883843,-0.02296605227176355,0.0005473028549462101,0.029303345088968966,0.005587802595602842,-1.2551051117088857e-16,1.150086701852811e-18,9.562631140893963e-17
233.6,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.00213267778858135,-0.04953465495426037,-0.009445674987426033,0.005886089893318718,0.1367133057557407,0.026069616500550376,0.00042799469138705347,0.009940819838497678,0.0018955976144997065,-0.005185356240333878,-0.12043771400883843,-0.02296605227176355,0.0012616337647801555,0.029303345088968966,0.005587802595602842,-1.3447366474093487e-16,1.150086701852811e-18,9.562631140893963e-17
233.62,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.003522147256799408,-0.04953465495426037,-0.01367037366272426,0.009720959948080808,0.1367133057557407,0.03772958515801155,0.0007068392412243675,0.009940819838497678,0.002743427833185221,-0.008563688492083093,-0.12043771400883843,-0.03323791221876406,0.0020836058426141743,0.029303345088968966,0.008087018612765624,1.6954914678732205e-17,1.150086701852811e-18,1.5092062357736606e-16
233.64,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.0054503102732779704,-0.04953465495426037,-0.017548550644597462,0.01504259873607007,0.1367133057557407,0.04843317032029832,0.0010937910638937089,0.009940819838497678,0.0035217166269764255,-0.013251791007172725,-0.12043771400883843,-0.04266724526073233,0.003224254268962052,0.029303345088968966,0.010381241887719037,1.6179483815378635e-16,1.150086701852811e-18,1.8784543174074787e-16
233.66,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.008414801078120373,-0.04953465495426037,-0.017548550644597462,0.02322445323545143,0.1367133057557407,0.04843317032029832,0.001688717488159014,0.009940819838497678,0.0035217166269764255,-0.020459603142622646,-0.12043771400883843,-0.04266724526073233,0.0049779658283722545,0.029303345088968966,0.010381241887719037,4.072319452068761e-16,1.150086701852811e-18,1.8784543174074787e-16
233.68,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.009328176035066837,-0.04953465495426037,-0.021098166731548337,0.025745324943785376,0.1367133057557407,0.05822994294096104,0.0018720173996387892,0.009940819838497678,0.004234068439065857,-0.022680367357318106,-0.12043771400883843,-0.05129772098233621,0.005518293434293606,0.029303345088968966,0.01248109753696385,4.209170702886399e-16,1.150086701852811e-18,2.0154199561714095e-16
233.7,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.011564474267054512,-0.04953465495426037,-0.024342337364556606,0.03191740236187182,0.1367133057557407,0.0671837005436223,0.0023208070889841176,0.009940819838497678,0.004885122169690887,-0.02811766455257771,-0.12043771400883843,-0.05918554187508812,0.006841226213803228,0.029303345088968966,0.014400260022269157,6.223244831716045e-16,1.150086701852811e-18,1.9404249658177546e-16
233.72,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.013700292898232876,-0.04953465495426037,-0.024342337364556606,0.03781216083079207,0.1367133057557407,0.0671837005436223,0.0027494321104202008,0.009940819838497678,0.004885122169690887,-0.033310657369995916,-0.12043771400883843,-0.05918554187508812,0.008104718013736066,0.029303345088968966,0.014400260022269157,8.389699781180923e-16,1.150086701852811e-18,1.9404249658177546e-16
233.74,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.01572228134744258,-0.04953465495426037,-0.027303401427515153,0.043392753376168866,0.1367133057557407,0.07535609739142225,0.003155213217780514,0.009940819838497678,0.00547936087774787,-0.038226885431237485,-0.12043771400883843,-0.06638502232097619,0.009300870995334588,0.029303345088968966,0.016151944415481026,6.90322932924464e-16,1.150086701852811e-18,1.7093516703936322e-16
233.76,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.01792269416247784,-0.04953465495426037,-0.030027592643066196,0.04946578873805706,0.1367133057557407,0.08287473637523693,0.003596801266176486,0.009940819838497678,0.006026062946655096,-0.04357693144642687,-0.12043771400883843,-0.0730085741918843,0.010602574945159055,0.029303345088968966,0.01776350132041895,8.421701092504004e-16,1.150086701852811e-18,1.3032277066473792e-16
233.78,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.020222624873708094,-0.04953465495426037,-0.030027592643066196,0.05581348878829415,0.1367133057557407,0.08287473637523693,0.00405836097904544,0.009940819838497678,0.006026062946655096,-0.04916894357402479,-0.12043771400883843,-0.0730085741918843,0.011963150956452144,0.029303345088968966,0.01776350132041895,9.447236001234144e-16,1.150086701852811e-18,1.3032277066473792e-16
233.8,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.022085568750420195,-0.04953465495426037,-0.032479947631879676,0.06095512582985804,0.1367133057557407,0.08964312021631367,0.004432224349255055,0.009940819838497678,0.006518211762707508,-0.05369847339659212,-0.12043771400883843,-0.07897118814936743,0.013065217525591078,0.029303345088968966,0.019214247359802806,6.325447149505386e-16,1.150086701852811e-18,9.988417728322536e-17
233.82,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.02406050073779867,-0.04953465495426037,-0.034727564849351626,0.06640584476253604,0.1367133057557407,0.09584643748453542,0.004828561951614168,0.009940819838497678,0.0069692729416299245,-0.058500289205490705,-0.12043771400883843,-0.08443600620443642,0.014233533194087714,0.029303345088968966,0.02054387614168912,7.386373669751975e-16,1.150086701852811e-18,5.553048475623286e-17
233.84,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.02588495736927894,-0.04953465495426037,-0.03676470768266728,0.0714412588248069,0.1367133057557407,0.10146885539779464,0.005194701527345416,0.009940819838497678,0.007378095228988439,-0.06293624181620935,-0.12043771400883843,-0.08938908046471108,0.015312831763759471,0.029303345088968966,0.021748994043169254,8.6157396711115635e-16,1.150086701852811e-18,1.4141661111925155e-17
233.86,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.027768767073760484,-0.04953465495426037,-0.03676470768266728,0.07664048456086736,0.1367133057557407,0.10146885539779464,0.005572752319009962,0.009940819838497678,0.007378095228988439,-0.06751650448172782,-0.12043771400883843,-0.08938908046471108,0.016427241985710106,0.029303345088968966,0.021748994043169254,9.101481760024175e-16,1.150086701852811e-18,1.4141661111925155e-17
233.88,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.029477995789909266,-0.04953465495426037,-0.03859566115194411,0.08135787502006264,0.1367133057557407,0.10652220040910394,0.005915767468614869,0.009940819838497678,0.007745538560611747,-0.07167229392353415,-0.12043771400883843,-0.09384082945456947,0.017438374876619575,0.029303345088968966,0.022832135964774986,4.551080905293824e-16,1.150086701852811e-18,-1.2925396922658164e-17
233.9,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.031210352208694125,-0.04953465495426037,-0.04026167055455452,0.08613909684355331,0.1367133057557407,0.11112030759178411,0.006263423970872445,0.009940819838497678,0.008079880223137353,-0.07588431567998072,-0.12043771400883843,-0.09789153627239613,0.01846318948336618,0.029303345088968966,0.02381770149456882,4.773038774045057e-16,1.150086701852811e-18,-4.5926159693449074e-17
233.92,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.032930102694442805,-0.04953465495426037,-0.0417441823526261,0.09088552688538956,0.1367133057557407,0.11521197005661633,0.0066085506538826585,0.009940819838497678,0.008377396808835171,-0.08006568759799504,-0.12043771400883843,-0.1014960901726623,0.019480546765491772,0.029303345088968966,0.02469471486783396,4.489175129649247e-16,1.150086701852811e-18,-5.763228439990207e-17
233.94,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.03447135176767039,-0.04953465495426037,-0.04308360546658576,0.0951393014657436,0.1367133057557407,0.11890871451599001,0.006917854925630632,0.009940819838497678,0.008646197756327374,-0.08381305424161661,-0.12043771400883843,-0.10475274070172483,0.020392307501340922,0.029303345088968966,0.025487080894949388,4.547004305125278e-16,1.150086701852811e-18,-7.200993307662652e-17
233.96,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.03669677924805592,-0.04953465495426037,-0.04308360546658576,0.10128137610106103,0.1367133057557407,0.11890871451599001,0.007364462950127682,0.009940819838497678,0.008646197756327374,-0.08922392058689206,-0.12043771400883843,-0.10475274070172483,0.021708809442809927,0.029303345088968966,0.025487080894949388,1.7317974701145914e-16,1.150086701852811e-18,-7.200993307662652e-17
233.98,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.03733546187007243,-0.04953465495426037,-0.04428985621801625,0.1030441099426759,0.1367133057557407,0.12223790954875172,0.007492636429055894,0.009940819838497678,0.008888273114467013,-0.09077680260099066,-0.12043771400883843,-0.10768559823401744,0.022086636588023418,0.029303345088968966,0.026200665800147675,-3.46440285383833e-17,1.150086701852811e-18,-8.48594132944001e-17
234.0,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.03932877057961982,-0.04953465495426037,-0.04537653463121408,0.10854554773856587,0.1367133057557407,0.12523709057933538,0.00789266187179308,0.009940819838497678,0.009106352193511694,-0.09562329936530468,-0.12043771400883843,-0.11032772963480296,0.023265823423022993,0.029303345088968966,0.026843514985293925,1.382437172478932e-16,1.150086701852811e-18,-5.563390397429972e-17
234.02,"[0.06062, 0.0456, 0.41014]",0.0456,0.41014,-0.03993354698492915,-0.04953465495426037,-0.04631979196267377,0.11021470202278677,0.1367133057557407,0.12784043620172858,0.008014030902327237,0.009940819838497678,0.009295648924025422,-0.0970937423948469,-0.12043771400883843,-0.11262114948326953,0.02362359257925029,0.029303345088968966,0.027401520186991508,-7.396196980226668e-17,1.150086701852811e-18,-4.662207041050451e-17
